subj_id,eye,trial_no,n_flash,n_beep,direction,blindspot,response
SV013,L,150,2,0,0,0,2
SV013,L,151,3,2,0,0,2
SV013,L,152,2,0,1,0,2
SV013,L,153,3,0,1,1,1
SV013,L,154,3,2,1,0,2
SV013,L,155,3,2,1,0,2
SV013,L,156,2,2,1,1,2
SV013,L,157,3,3,1,0,3
SV013,L,158,2,3,0,1,3
SV013,L,159,3,2,0,1,2
SV013,L,160,3,3,0,1,3
SV013,L,161,2,3,0,0,3
SV013,L,162,2,2,0,1,2
SV013,L,163,2,2,1,1,2
SV013,L,164,2,3,1,1,3
SV013,L,165,2,0,1,1,2
SV013,L,166,2,0,0,1,2
SV013,L,167,3,2,1,0,2
SV013,L,168,2,0,0,0,2
SV013,L,169,2,0,0,1,2
SV013,L,170,2,0,1,0,2
SV013,L,171,2,0,0,1,2
SV013,L,172,2,0,0,1,0
SV013,L,173,3,3,0,0,3
SV013,L,174,3,0,0,1,2
SV013,L,175,2,3,1,1,3
SV013,L,176,3,3,1,0,3
SV013,L,177,2,2,0,0,2
SV013,L,178,2,0,1,0,2
SV013,L,179,2,0,1,0,2
SV013,L,180,2,2,0,1,2
SV013,L,181,2,3,1,0,3
SV013,L,182,2,2,1,1,2
SV013,L,183,2,0,0,1,0
SV013,L,184,3,0,1,1,2
SV013,L,185,3,3,1,0,3
SV013,L,186,2,0,0,0,2
SV013,L,187,3,3,1,0,3
SV013,L,188,3,2,0,1,2
SV013,L,189,2,0,1,1,2
SV013,L,190,2,3,0,0,3
SV013,L,191,3,2,1,0,2
SV013,L,192,2,2,0,1,2
SV013,L,193,3,0,1,1,0
SV013,L,194,2,3,1,1,3
SV013,L,195,3,2,1,0,3
SV013,L,196,2,0,1,0,1
SV013,L,197,2,0,1,1,2
SV013,L,198,3,2,1,1,2
SV013,L,199,3,0,1,0,3
SV013,L,200,3,2,0,1,2
SV013,L,201,2,3,0,1,3
SV013,L,202,2,2,0,0,2
SV013,L,203,2,0,1,0,2
SV013,L,204,2,2,1,0,2
SV013,L,205,3,2,0,0,2
SV013,L,206,2,2,1,1,2
SV013,L,207,3,3,1,1,2
SV013,L,208,3,3,1,1,3
SV013,L,209,3,2,1,1,2
SV013,L,210,3,3,1,0,3
SV013,L,211,2,2,1,0,2
SV013,L,212,3,2,0,1,2
SV013,L,213,3,3,0,1,3
SV013,L,214,3,3,0,0,0
SV013,L,215,2,2,1,1,2
SV013,L,216,3,3,1,1,3
SV013,L,217,2,3,0,0,3
SV013,L,218,2,0,1,1,3
SV013,L,219,2,3,1,1,3
SV013,L,220,2,0,1,0,2
SV013,L,221,3,3,0,0,3
SV013,L,222,2,3,1,0,2
SV013,L,223,3,2,1,0,2
SV013,L,224,2,3,1,1,3
SV013,L,225,2,2,0,0,2
SV013,L,226,3,2,1,0,2
SV013,L,227,3,2,0,1,2
SV013,L,228,3,0,0,1,2
SV013,L,229,2,3,0,1,3
SV013,L,230,3,3,0,1,2
SV013,L,231,2,0,1,1,2
SV013,L,232,2,3,1,1,3
SV013,L,233,2,3,1,0,2
SV013,L,234,2,2,1,1,2
SV013,L,235,2,3,0,1,3
SV013,L,236,3,2,1,1,2
SV013,L,237,2,0,1,1,2
SV013,L,238,2,3,1,1,3
SV013,L,239,3,0,0,0,3
SV013,L,240,2,0,0,0,3
SV013,L,241,3,2,0,0,2
SV013,L,242,3,0,1,0,0
SV013,L,243,2,3,0,0,3
SV013,L,244,3,3,0,1,3
SV013,L,245,2,3,0,1,3
SV013,L,246,2,0,1,1,0
SV013,L,247,2,2,0,1,2
SV013,L,248,3,0,1,1,0
SV013,L,249,3,3,0,1,3
SV013,L,250,3,0,0,0,0
SV013,L,251,2,3,1,1,3
SV013,L,252,2,3,1,0,3
SV013,L,253,2,0,0,0,0
SV013,L,254,2,0,1,0,0
SV013,L,255,2,0,1,0,0
SV013,L,256,3,2,1,0,2
SV013,L,257,3,0,0,1,0
SV013,L,258,2,0,1,0,0
SV013,L,259,2,0,1,0,0
SV013,L,260,2,0,1,1,0
SV013,L,261,3,3,1,0,3
SV013,L,262,3,0,0,0,0
SV013,L,263,3,3,0,1,2
SV013,L,264,2,3,1,0,3
SV013,L,265,2,0,1,1,0
SV013,L,266,3,2,0,1,2
SV013,L,267,2,3,0,0,3
SV013,L,268,2,0,0,1,0
SV013,L,269,3,3,1,1,3
SV013,L,270,3,0,1,1,0
SV013,L,271,2,0,0,0,0
SV013,L,272,2,2,1,0,2
SV013,L,273,2,2,1,1,2
SV013,L,274,2,0,1,0,0
SV013,L,275,3,2,0,0,2
SV013,L,276,3,2,1,0,2
SV013,L,277,3,3,1,1,3
SV013,L,278,3,3,0,1,3
SV013,L,279,2,2,0,0,2
SV013,L,280,2,2,0,1,2
SV013,L,281,2,3,0,0,3
SV013,L,282,2,3,1,0,3
SV013,L,283,3,2,0,0,2
SV013,L,284,2,3,0,0,3
SV013,L,285,3,0,0,1,0
SV013,L,286,2,3,0,1,3
SV013,L,287,3,2,0,0,2
SV013,L,288,3,2,1,1,2
SV013,L,289,3,0,1,1,2
SV013,L,290,3,2,0,0,3
SV013,L,291,2,0,0,1,0
SV013,L,292,2,2,0,0,2
SV013,L,293,3,0,1,0,0
SV013,L,294,3,3,1,1,3
SV013,L,295,2,2,1,1,2
SV013,L,296,2,3,1,1,3
SV013,L,297,2,0,0,1,0
SV013,L,298,3,3,1,0,3
SV013,L,299,3,0,0,0,0
SV013,L,300,3,3,1,1,3
SV013,L,301,3,3,1,0,3
SV013,L,302,3,0,0,1,0
SV013,L,303,2,2,1,1,2
SV013,L,304,2,2,1,1,2
SV013,L,305,3,3,1,1,3
SV013,L,306,3,0,1,0,0
SV013,L,307,3,3,0,0,3
SV013,L,308,2,3,0,0,3
SV013,L,309,3,3,1,0,3
SV013,L,310,3,3,0,0,0
SV013,L,311,3,2,1,0,2
SV013,L,312,3,0,1,1,0
SV013,L,313,2,0,0,0,0
SV013,L,314,2,3,0,0,3
SV013,L,315,3,2,0,1,2
SV013,L,316,3,2,0,1,2
SV013,L,317,3,0,0,0,0
SV013,L,318,3,0,0,1,0
SV013,L,319,2,2,0,1,2
SV013,L,320,2,3,1,1,3
SV013,L,321,2,0,0,0,0
SV013,L,322,3,3,0,0,3
SV013,L,323,3,0,1,1,0
SV013,L,324,3,0,1,0,0
SV013,L,325,2,0,1,1,0
SV013,L,326,3,3,1,1,3
SV013,L,327,2,0,0,0,3
SV013,L,328,3,3,1,1,3
SV013,L,329,3,0,1,1,0
SV013,L,330,3,3,1,0,3
SV013,L,331,2,0,1,0,0
SV013,L,332,2,3,1,1,3
SV013,L,333,2,2,1,0,2
SV013,L,334,3,2,0,1,2
SV013,L,335,2,0,1,0,0
SV013,L,336,2,0,0,0,0
SV013,L,337,2,0,0,0,0
SV013,L,338,3,2,0,1,2
SV013,L,339,3,2,1,0,2
SV013,L,340,3,0,0,0,0
SV013,L,341,3,0,0,1,0
SV013,L,342,3,2,0,0,2
SV013,L,343,3,2,1,1,2
SV013,L,344,2,2,0,0,2
SV013,L,345,2,2,1,0,2
SV013,L,346,3,0,1,0,0
SV013,L,347,2,0,1,0,0
SV013,L,348,3,3,1,0,3
SV013,L,349,2,0,1,1,0
SV013,L,350,3,0,1,1,0
SV013,L,351,3,2,0,0,2
SV013,L,352,3,3,0,0,3
SV013,L,353,3,2,0,1,3
SV013,L,354,2,3,0,1,3
SV013,L,355,3,3,0,0,3
SV013,L,356,3,0,0,0,0
SV013,L,357,2,2,0,1,2
SV013,L,358,3,3,1,1,3
SV013,L,359,2,0,1,1,0
SV013,L,360,2,3,1,1,3
SV013,L,361,2,3,0,0,3
SV013,L,362,2,0,0,1,0
SV013,L,363,2,3,0,1,3
SV013,L,364,2,0,0,1,0
SV013,L,365,2,2,0,1,2
SV013,L,366,3,2,1,0,2
SV013,L,367,2,3,1,0,3
SV013,L,368,2,0,1,1,0
SV013,L,369,2,2,1,0,2
SV013,L,370,2,3,1,0,3
SV013,L,371,3,2,1,0,2
SV013,L,372,3,3,0,1,3
SV013,L,373,3,3,0,1,3
SV013,L,374,2,3,0,0,3
SV013,L,375,3,0,0,0,0
SV013,L,376,2,3,1,1,3
SV013,L,377,2,2,0,0,2
SV013,L,378,3,2,1,1,2
SV013,L,379,3,2,0,0,2
SV013,L,380,2,2,0,1,2
SV013,L,381,2,2,1,1,2
SV013,L,382,3,2,1,1,2
SV013,L,383,3,2,1,1,2
SV013,L,384,3,2,1,1,2
SV013,L,385,3,2,0,1,2
SV013,L,386,3,0,0,1,0
SV013,L,387,3,2,1,0,2
SV013,L,388,3,0,0,0,0
SV013,L,389,2,0,0,1,0
SV013,L,390,3,3,0,1,3
SV013,L,391,3,2,1,1,2
SV013,L,392,2,2,0,1,2
SV013,L,393,2,0,1,1,0
SV013,L,394,2,3,1,0,3
SV013,L,395,3,0,1,0,0
SV013,L,396,3,2,0,1,2
SV013,L,397,3,3,0,0,3
SV013,L,398,3,2,1,1,2
SV013,L,399,2,2,1,0,2
SV013,L,400,2,2,0,1,2
SV013,L,401,3,0,0,1,0
SV013,L,402,2,2,1,0,2
SV013,L,403,2,2,1,0,2
SV013,L,404,2,2,0,0,2
SV013,L,405,2,2,0,0,2
SV013,L,406,3,2,1,0,2
SV013,L,407,3,0,1,1,0
SV013,L,408,3,3,1,0,3
SV013,L,409,3,3,1,0,3
SV013,L,410,3,0,1,0,0
SV013,L,411,2,2,1,1,2
SV013,L,412,2,0,1,1,0
SV013,L,413,2,2,1,0,2
SV013,L,414,3,3,0,0,3
SV013,L,415,3,0,1,0,0
SV013,L,416,3,3,0,1,3
SV013,L,417,2,0,0,0,0
SV013,L,418,2,3,0,1,3
SV013,L,419,3,0,0,1,0
SV013,L,420,2,0,0,0,0
SV013,L,421,2,0,0,1,0
SV013,L,422,2,2,0,1,2
SV013,L,423,3,0,0,1,0
SV013,L,424,2,3,1,1,3
SV013,L,425,3,3,0,0,3
SV013,L,426,2,3,1,0,3
SV013,L,427,3,3,1,1,3
SV013,L,428,2,3,1,1,3
SV013,L,429,2,2,0,0,2
SV013,L,430,3,3,0,0,3
SV013,L,431,2,3,0,1,3
SV013,L,432,3,0,0,0,0
SV013,L,433,3,3,0,0,3
SV013,L,434,3,0,1,0,0
SV013,L,435,2,0,0,1,0
SV013,L,436,3,2,1,0,2
SV013,L,437,3,2,0,0,2
SV013,L,438,2,3,1,1,3
SV013,L,439,2,3,1,0,3
SV013,L,440,2,3,1,1,3
SV013,L,441,2,3,1,0,3
SV013,L,442,2,0,0,1,0
SV013,L,443,2,2,1,0,2
SV013,L,444,3,3,0,1,3
SV013,L,445,2,0,1,0,0
SV013,L,446,3,3,0,1,3
SV013,L,447,3,0,1,1,0
SV013,L,448,2,3,1,0,3
SV013,L,449,2,2,1,0,2
SV013,L,450,3,3,1,0,3
SV013,L,451,3,0,1,1,0
SV013,L,452,2,3,0,1,3
SV013,L,453,3,0,1,0,0
SV013,L,454,3,2,0,1,2
SV013,L,455,3,3,1,1,3
SV013,L,456,2,0,1,1,0
SV013,L,457,2,2,0,1,2
SV013,L,458,2,0,0,1,0
SV013,L,459,2,3,0,1,3
SV013,L,460,2,3,0,1,3
SV013,L,461,3,0,0,1,0
SV013,L,462,2,2,1,1,2
SV013,L,463,3,0,0,0,0
SV013,L,464,3,2,0,0,2
SV013,L,465,2,3,0,0,3
SV013,L,466,2,2,1,1,2
SV013,L,467,2,3,0,0,3
SV013,L,468,3,3,1,0,3
SV013,L,469,2,2,0,0,2
SV013,L,470,3,2,1,0,2
SV013,L,471,2,2,1,1,2
SV013,L,472,3,2,0,1,2
SV013,L,473,2,0,1,0,0
SV013,L,474,2,3,0,1,3
SV013,L,475,3,2,1,1,2
SV013,L,476,3,2,1,1,2
SV013,L,477,2,2,0,0,2
SV013,L,478,2,0,0,0,0
SV013,L,479,2,2,1,1,2
SV013,L,480,2,2,0,0,2
SV013,R,1,2,3,0,0,3
SV013,R,2,2,3,1,0,3
SV013,R,3,3,3,0,1,3
SV013,R,4,3,0,0,0,3
SV013,R,5,2,2,1,1,2
SV013,R,6,2,0,1,1,2
SV013,R,7,2,0,1,1,2
SV013,R,8,3,0,0,1,2
SV013,R,9,2,0,1,1,2
SV013,R,10,3,2,1,1,2
SV013,R,11,2,2,1,0,0
SV013,R,12,3,2,0,1,2
SV013,R,13,2,0,1,0,2
SV013,R,14,3,2,1,1,2
SV013,R,15,2,2,0,0,2
SV013,R,16,3,0,0,1,2
SV013,R,17,2,0,0,0,2
SV013,R,18,2,0,0,0,2
SV013,R,19,3,0,0,0,2
SV013,R,20,3,3,0,1,3
SV013,R,21,2,2,1,1,2
SV013,R,22,2,0,0,0,2
SV013,R,23,3,3,0,0,3
SV013,R,24,3,0,1,1,2
SV013,R,25,3,2,0,0,2
SV013,R,26,2,0,0,1,2
SV013,R,27,3,0,1,1,2
SV013,R,28,2,3,1,0,2
SV013,R,29,3,0,0,1,2
SV013,R,30,3,0,1,1,2
SV013,R,31,2,2,0,1,2
SV013,R,32,2,0,1,1,2
SV013,R,33,3,2,1,1,2
SV013,R,34,3,3,1,1,2
SV013,R,35,2,3,0,1,3
SV013,R,36,2,0,0,0,2
SV013,R,37,2,2,1,0,2
SV013,R,38,2,3,0,1,3
SV013,R,39,2,3,0,0,3
SV013,R,40,3,2,0,1,2
SV013,R,41,3,2,1,0,2
SV013,R,42,2,3,1,1,2
SV013,R,43,3,0,1,1,2
SV013,R,44,3,3,0,1,3
SV013,R,45,3,2,1,1,2
SV013,R,46,3,2,0,0,2
SV013,R,47,2,3,0,1,3
SV013,R,48,3,0,0,1,3
SV013,R,49,3,3,1,0,3
SV013,R,50,2,2,1,0,2
SV013,R,51,3,0,1,0,3
SV013,R,52,3,0,0,0,3
SV013,R,53,2,3,0,1,3
SV013,R,54,3,0,1,0,3
SV013,R,55,3,3,1,0,3
SV013,R,56,2,2,0,0,2
SV013,R,57,3,0,1,0,2
SV013,R,58,3,3,0,1,3
SV013,R,59,3,3,0,0,3
SV013,R,60,3,3,1,1,3
SV013,R,61,3,3,1,1,3
SV013,R,62,3,0,0,1,2
SV013,R,63,2,2,1,0,2
SV013,R,64,2,3,1,0,3
SV013,R,65,2,3,0,1,3
SV013,R,66,2,2,0,1,2
SV013,R,67,2,0,0,1,2
SV013,R,68,3,0,0,0,3
SV013,R,69,2,3,0,0,3
SV013,R,70,3,0,0,0,3
SV013,R,71,3,2,0,0,2
SV013,R,72,2,2,0,0,2
SV013,R,73,3,2,1,1,2
SV013,R,74,2,3,0,1,3
SV013,R,75,2,3,1,1,2
SV013,R,76,2,2,1,0,2
SV013,R,77,3,2,0,1,2
SV013,R,78,3,3,0,0,3
SV013,R,79,3,2,1,0,2
SV013,R,80,3,0,1,0,3
SV013,R,81,3,2,1,0,2
SV013,R,82,2,0,0,0,2
SV013,R,83,2,2,1,1,2
SV013,R,84,3,0,0,0,2
SV013,R,85,2,0,1,0,2
SV013,R,86,3,0,1,1,1
SV013,R,87,2,0,0,1,3
SV013,R,88,2,0,1,0,2
SV013,R,89,3,0,1,0,3
SV013,R,90,3,2,1,1,2
SV013,R,91,2,3,1,0,3
SV013,R,92,3,0,0,1,2
SV013,R,93,3,0,0,1,2
SV013,R,94,3,3,1,1,2
SV013,R,95,3,0,1,0,3
SV013,R,96,2,2,1,0,2
SV013,R,97,2,3,1,1,2
SV013,R,98,3,3,1,1,2
SV013,R,99,2,0,1,1,1
SV013,R,100,2,2,0,0,1
SV013,R,101,3,0,1,1,2
SV013,R,102,3,2,0,1,2
SV013,R,103,3,2,0,0,2
SV013,R,104,3,0,1,1,2
SV013,R,105,2,2,1,1,2
SV013,R,106,3,2,0,0,2
SV013,R,107,3,0,0,0,3
SV013,R,108,2,2,0,0,2
SV013,R,109,3,0,1,0,2
SV013,R,110,3,2,1,0,2
SV013,R,111,2,2,1,1,2
SV013,R,112,3,2,0,0,2
SV013,R,113,2,3,0,0,2
SV013,R,114,2,2,0,1,2
SV013,R,115,3,3,1,0,2
SV013,R,116,2,3,0,0,3
SV013,R,117,3,3,0,1,3
SV013,R,118,3,0,0,0,3
SV013,R,119,2,2,1,0,2
SV013,R,120,3,3,1,0,2
SV013,R,121,2,2,1,0,2
SV013,R,122,2,2,1,1,1
SV013,R,123,3,0,1,0,3
SV013,R,124,3,0,0,0,3
SV013,R,125,3,3,1,1,2
SV013,R,126,2,0,0,1,2
SV013,R,127,3,2,1,1,2
SV013,R,128,2,2,0,1,2
SV013,R,129,2,3,0,1,3
SV013,R,130,3,3,0,0,3
SV013,R,131,3,2,1,0,2
SV013,R,132,3,3,1,0,3
SV013,R,133,3,3,1,1,2
SV013,R,134,2,2,0,0,2
SV013,R,135,2,3,1,0,2
SV013,R,136,3,3,1,0,3
SV013,R,137,2,3,0,0,3
SV013,R,138,3,3,0,0,3
SV013,R,139,3,0,0,1,2
SV013,R,140,2,0,0,1,2
SV013,R,141,2,3,1,0,2
SV013,R,142,3,0,1,1,2
SV013,R,143,3,0,1,0,2
SV013,R,144,2,3,1,0,2
SV013,R,145,2,0,1,0,2
SV013,R,146,3,0,0,1,2
SV013,R,147,3,2,0,0,2
SV013,R,148,3,3,1,1,2
SV013,R,149,2,2,1,0,2
SV013,R,150,2,2,0,1,2
SV013,R,151,3,3,1,0,3
SV013,R,152,3,3,0,0,3
SV013,R,153,2,0,0,0,2
SV013,R,154,3,2,0,0,2
SV013,R,155,2,0,1,0,2
SV013,R,156,3,0,1,1,1
SV013,R,157,3,2,1,0,2
SV013,R,158,3,2,0,1,2
SV013,R,159,3,3,1,0,3
SV013,R,160,2,3,0,1,3
SV013,R,161,3,2,0,1,2
SV013,R,162,3,3,0,1,3
SV013,R,163,2,3,0,0,3
SV013,R,164,2,2,0,1,2
SV013,R,165,2,2,1,1,2
SV013,R,166,2,3,1,1,3
SV013,R,167,2,0,1,1,2
SV013,R,168,2,0,0,1,2
SV013,R,169,3,2,0,1,2
SV013,R,170,2,0,0,0,2
SV013,R,171,2,0,1,1,2
SV013,R,172,2,0,0,1,2
SV013,R,173,2,0,1,1,2
SV013,R,174,2,0,0,1,2
SV013,R,175,3,3,0,0,3
SV013,R,176,3,3,0,0,3
SV013,R,177,3,0,0,1,2
SV013,R,178,2,3,1,1,3
SV013,R,179,3,3,0,1,1
SV013,R,180,2,2,0,0,2
SV013,R,181,2,0,0,1,2
SV013,R,182,2,0,1,0,2
SV013,R,183,2,2,0,1,2
SV013,R,184,2,3,1,0,3
SV013,R,185,2,2,1,1,2
SV013,R,186,2,0,0,1,0
SV013,R,187,2,0,0,0,2
SV013,R,188,3,3,0,1,3
SV013,R,189,2,0,1,0,2
SV013,R,190,3,3,0,1,2
SV013,R,191,3,2,1,1,2
SV013,R,192,2,0,1,1,1
SV013,R,193,2,3,1,0,2
SV013,R,194,3,2,1,0,2
SV013,R,195,2,2,0,1,1
SV013,R,196,2,0,0,0,1
SV013,R,197,2,3,1,1,2
SV013,R,198,3,3,0,0,3
SV013,R,199,3,2,1,0,2
SV013,R,200,2,0,1,0,2
SV013,R,201,2,2,0,0,2
SV013,R,202,3,0,1,0,2
SV013,R,203,3,2,0,1,2
SV013,R,204,2,3,1,1,3
SV013,R,205,2,2,0,0,2
SV013,R,206,2,0,1,0,2
SV013,R,207,2,2,0,1,2
SV013,R,208,3,2,1,0,2
SV013,R,209,2,2,1,1,2
SV013,R,210,3,3,1,1,3
SV013,R,211,2,3,0,0,3
SV013,R,212,3,2,1,1,2
SV013,R,213,3,3,1,0,3
SV013,R,214,2,2,0,1,2
SV013,R,215,3,2,1,1,2
SV013,R,216,3,3,1,1,3
SV013,R,217,3,3,0,0,3
SV013,R,218,2,3,0,0,2
SV013,R,219,2,3,0,0,2
SV013,R,220,2,3,1,1,3
SV013,R,221,2,0,1,0,2
SV013,R,222,3,3,1,0,3
SV013,R,223,3,2,0,0,2
SV013,R,224,2,3,1,0,2
SV013,R,225,3,2,0,1,2
SV013,R,226,2,3,1,1,3
SV013,R,227,2,2,1,0,2
SV013,R,228,3,2,1,0,2
SV013,R,229,3,2,0,1,2
SV013,R,230,3,0,1,1,2
SV013,R,231,2,3,1,1,2
SV013,R,232,3,3,0,1,2
SV013,R,233,2,0,1,1,2
SV013,R,234,2,3,0,1,2
SV013,R,235,2,2,1,1,2
SV013,R,236,2,3,0,1,2
SV013,R,237,2,2,0,0,2
SV013,R,238,3,2,0,0,2
SV013,R,239,3,0,0,0,2
SV013,R,240,2,0,0,0,2
SV013,R,241,3,2,1,0,2
SV013,R,242,3,0,1,0,1
SV013,R,243,2,3,1,0,3
SV013,R,244,3,3,1,1,3
SV013,R,245,2,3,0,1,3
SV013,R,246,2,2,1,1,2
SV013,R,247,2,0,0,0,0
SV013,R,248,3,3,0,1,3
SV013,R,249,3,0,1,0,0
SV013,R,250,2,3,1,1,3
SV013,R,251,2,3,0,1,3
SV013,R,252,2,0,0,0,0
SV013,R,253,2,0,0,1,0
SV013,R,254,2,0,1,0,0
SV013,R,255,3,2,1,0,2
SV013,R,256,3,0,0,1,0
SV013,R,257,2,0,0,1,0
SV013,R,258,2,0,1,0,0
SV013,R,259,3,3,0,1,3
SV013,R,260,3,0,0,0,0
SV013,R,261,3,3,1,1,3
SV013,R,262,2,3,0,1,3
SV013,R,263,2,0,1,1,0
SV013,R,264,3,2,0,1,2
SV013,R,265,2,3,1,0,3
SV013,R,266,2,0,1,1,0
SV013,R,267,3,3,1,1,3
SV013,R,268,3,2,0,0,2
SV013,R,269,3,0,1,1,0
SV013,R,270,2,0,0,0,0
SV013,R,271,2,2,1,0,2
SV013,R,272,2,2,1,1,2
SV013,R,273,2,0,0,1,0
SV013,R,274,3,2,0,0,2
SV013,R,275,3,2,0,1,2
SV013,R,276,2,3,0,0,3
SV013,R,277,3,3,1,1,3
SV013,R,278,2,2,1,0,0
SV013,R,279,2,2,0,1,2
SV013,R,280,2,3,0,0,3
SV013,R,281,2,3,1,0,3
SV013,R,282,3,2,1,0,2
SV013,R,283,2,3,0,0,3
SV013,R,284,3,0,1,1,0
SV013,R,285,2,3,0,1,3
SV013,R,286,3,2,0,0,2
SV013,R,287,2,2,0,0,2
SV013,R,288,3,0,1,1,0
SV013,R,289,3,2,0,0,2
SV013,R,290,2,0,1,1,0
SV013,R,291,2,2,1,0,2
SV013,R,292,3,2,0,0,2
SV013,R,293,3,0,1,0,0
SV013,R,294,3,3,1,1,3
